Order ID,Customer ID,Customer Email,Order Date,Region,Sales Channel,Customer Segment,Category,Product,Units,Unit Price ,Discount,Revenue,Cost,Returned
ORD-104677,CUST-11583,casey.vasquez1582@example.com,2024-12-18,West,Online,Consumer,Furniture,Standing Desk,1,528.7,0%,$528.70,317.46,No
ORD-101343,CUST-10435,peyton.bianchi434@example.com,2023-04-21,East,Online,Small Business,Office Supplies,Premium Notebook Pack,5,22.56,5%,107.16,53.55,No
ORD-100321,CUST-10061,avery.dubois60@example.com,2022-09-17,North,Wholesale,Consumer,Office Supplies,Gel Pen Set,72,11.74,5%,803.02,398.14,No
ORD-101620,CUST-10514,oakley.fontaine513@example.com,2023-06-15,East,Retail Store,Consumer,Home & Kitchen,Air Fryer,2,146.78,0%,293.56,168.46,No
ORD-103714,CUST-11102,blair.pereira1101@example.com,2024-07-19,West,Online,Enterprise,Home & Kitchen,Air Fryer,2,132.75,0%,265.50,158.86,Yes
ORD-104353,CUST-11217,rowan.adeyemi1216@example.com,2024-11-08,North,Online,Small Business,Office Supplies,Gel Pen Set,15,12.27,5%,$174.85,78.95,No
ORD-102061,CUST-10636,quinn.lindqvist635@example.com,2023-09-20,West,Online,Small Business,Office Supplies,Gel Pen Set,9,12.07,0%,108.63,47.62,No
ORD-102946,CUST-10907,harper.fontaine906@example.com,2024-02-22,North,Online,Consumer,Furniture,Ergo Office Chair,2,278.76,0%,557.52,330.29,No
ORD-102220,CUST-10586,frankie.jensen585@example.com,"Oct 20, 2023",South,Online,Enterprise,Electronics,Laptop Pro 14,4,1348.99,10%,4856.36,3928.91,No
ORD-101674,CUST-10093,noor.eriksen92@example.com,2023-06-26,West,Retail Store,Consumer,Electronics,4K Monitor,4,381.85,5%,1451.03,1181.61,No
ORD-101943,CUST-10562,blair.iversen561@example.com,2023-08-25,North,Online,Small Business,Electronics,Laptop Pro 14,2,1252.52,5%,"$2,379.79",2023.43,Yes
ORD-100261,CUST-10027,harper.bianchi26@example.com,2022-09-02,SOUTH,Online,Small Business,Office Supplies,Gel Pen Set,5,11.21,20%,44.84,26.49,No
ORD-104265,CUST-11228,indigo.bianchi1227@example.com,2024-10-24,East,Wholesale,Consumer,Furniture,Standing Desk,12,581.15,5%,6625.11,3649.22,No
ORD-102040,CUST-10107,harper.fontaine106@example.com,2023-09-15,West,Retail Store,Enterprise,Electronics,4K Monitor,4,358.02,15%,1217.27,1186.34,No
ORD-100690,CUST-10203,casey.kowalski202@example.com,2022-11-29,West,Online,Enterprise,Electronics,4K Monitor,4,357.04,0%,"$1,428.16",1126.95,No
ORD-100902,CUST-10272,marlow.nakamura271@example.com,2023-01-01,West,Retail Store,Enterprise,Office Supplies,Gel Pen Set,11,11.75,0%,129.25,58.07,No
ORD-103745,CUST-11257,rowan.castillo1256@example.com,2024-07-24,South,Online,Consumer,Furniture,Bookshelf,1,156.93,5%,149.08,87.89,No
ORD-102307,CUST-10708,indigo.pereira707@example.com,2023-11-05,West,Retail Store,Small Business,Furniture,Standing Desk,3,521.53,5%,"$1,486.36",929.26,No
ORD-102027,CUST-10648,indigo.moreau647@example.com,"Sep 12, 2023",South,Online,Small Business,Electronics,Laptop Pro 14,4,1221.9,5%,"$4,643.22",3850.86,No
ORD-102893,CUST-10941,avery.haddad940@example.com,2024-02-09,South,Wholesale,Consumer,Home & Kitchen,Air Fryer,24,143.54,20%,2755.97,2023.24,No
ORD-103940,CUST-10927,harper.gallagher926@example.com,2024-08-28,EAST,Wholesale,N/A,Office Supplies,Desk Organizer,35,36.54,20%,1023.12,562.6,No
ORD-104654,CUST-11011,linden.kowalski1010@example.com,2024-12-15,South,Online,Enterprise,Electronics,4K Monitor,2,386.69,5%,734.71,608.17,No
ORD-100139,CUST-10033,noor.bianchi32@example.com,2022-08-04,NORTH,Online,Small Business,Office Supplies,Premium Notebook Pack,12,23.71,10%,$256.07,134.16,No
ORD-101918,CUST-10188,indigo.jensen187@example.com,"Aug 20, 2023",West,Retail Store,Small Business,Electronics,Wireless Earbuds,1,125.34,5%,119.07,98.27,No
ORD-101829,CUST-10595,peyton.jensen594@example.com,"Jul 31, 2023",West,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,1,89.47,0%,$89.47,52.6,No
ORD-101574,CUST-10435,peyton.bianchi434@example.com,2023-06-08,North,Retail Store,Consumer,Electronics,Laptop Pro 14,2,1322.16,15%,"$2,247.67",2020.12,No
ORD-100320,CUST-10024,devon.bianchi23@example.com,2022-09-17,North,Retail Store,Consumer,Furniture,Ergo Office Chair,1,265.75,0%,$265.75,158.21,No
ORD-100654,CUST-10165,ellis.iversen164@example.com,2022-11-25,East,Wholesale,Small Business,Furniture,Ergo Office Chair,8,306.25,20%,1960.00,1217.16,No
ORD-102138,CUST-10487,harper.eriksen486@example.com,"Oct 05, 2023",North,Online,Small Business,Electronics,Laptop Pro 14,4,1378.11,5%,5236.82,4020.62,No
ORD-104242,CUST-11172,marlow.takahashi1171@example.com,2024-10-20,South,Retail Store,Small Business,Furniture,Standing Desk,3,542.64,0%,"$1,627.92",915.98,No
ORD-100559,CUST-10156,quinn.haddad155@example.com,"Nov 09, 2022",East,Retail Store,Consumer,Home & Kitchen,Air Fryer,2,134.98,0%,269.96,158.84,No
ORD-102188,CUST-10533,noor.gallagher532@example.com,2023-10-14,East,Online,Consumer,Office Supplies,Desk Organizer,16,35.23,0%,$563.68,250.52,No
ORD-100113,CUST-10031,linden.bianchi30@example.com,2022-07-29,West,Retail Store,Consumer,Furniture,Ergo Office Chair,1,278.73,0%,278.73,151.3,No
ORD-100532,CUST-10187,harper.jensen186@example.com,2022-11-04,South,Online,Consumer,Electronics,4K Monitor,1,361.41,10%,325.27,276.68,No
ORD-100225,CUST-10006,frankie.adeyemi5@example.com,2022-08-24,South,Retail Store,N/A,Electronics,Laptop Pro 14,3,1306.71,15%,3332.11,2892.14,No
ORD-100724,CUST-10193,noor.jensen192@example.com,"Dec 06, 2022",West,Online,Small Business,Office Supplies,Gel Pen Set,7,11.47,0%,$80.29,39.08,No
ORD-104333,CUST-11375,peyton.iversen1374@example.com,2024-11-05,East,Retail Store,Small Business,Electronics,Laptop Pro 14,4,1347.77,0%,"$5,391.08",4016.39,No
ORD-101142,CUST-10109,jules.fontaine108@example.com,2023-03-08,East,Wholesale,Enterprise,Electronics,4K Monitor,6,395.04,10%,"$2,133.22",1828.08,Yes
ORD-102763,CUST-10868,indigo.dubois867@example.com,2024-01-08,West,Online,Consumer,Office Supplies,Premium Notebook Pack,7,23.95,10%,$150.89,75.8,No
ORD-100847,CUST-10287,harper.okafor286@example.com,2022-12-23,West,Online,Enterprise,Office Supplies,Premium Notebook Pack,4,24.08,5%,$91.50,42.77,No
ORD-102552,CUST-10582,blair.jensen581@example.com,2023-12-07,North,Wholesale,Small Business,Electronics,Smart Watch,24,232.21,0%,5573.04,4655.03,No
ORD-102929,CUST-10939,tatum.gallagher938@example.com,2024-02-18,North,Online,Consumer,Electronics,Smart Watch,2,242.37,0%,484.74,379.88,No
ORD-100118,CUST-10022,blair.bianchi21@example.com,2022-07-30,North,Retail Store,Enterprise,Home & Kitchen,Chef Knife Set,4,89.99,15%,305.97,216.65,No
ORD-100646,CUST-10169,jules.iversen168@example.com,2022-11-23,South,Wholesale,Consumer,Office Supplies,Gel Pen Set,80,12.14,5%,922.64,431.6,No
ORD-100004,CUST-10001,avery.adeyemi0@example.com,2022-07-01,South,Retail Store,Small Business,Electronics,Smart Watch,1,249.23,5%,236.77,207.29,No
ORD-100468,CUST-10134,oakley.gallagher133@example.com,2022-10-22,West,Online,Small Business,Home & Kitchen,Chef Knife Set,3,92.0,0%,276.00,152.1,No
ORD-100006,CUST-10001,avery.adeyemi0@example.com,2022-07-02,West,Online,Small Business,Furniture,Standing Desk,1,551.8,0%,$551.80,299.75,No
ORD-100920,CUST-10160,wren.haddad159@example.com,2023-01-07,North,Retail Store,Consumer,Electronics,Wireless Earbuds,4,137.35,5%,521.93,400.02,No
ORD-102596,CUST-10664,devon.nakamura663@example.com,2023-12-13,North,Retail Store,Small Business,Furniture,Ergo Office Chair,2,284.52,5%,540.59,323.18,No
ORD-101064,CUST-10101,avery.fontaine100@example.com,"Feb 14, 2023",West,Online,Consumer,Furniture,Bookshelf,3,170.0,0%,$510.00,269.13,Yes
ORD-102591,CUST-10835,peyton.bianchi834@example.com,2023-12-12,North,Retail Store,Consumer,Home & Kitchen,Air Fryer,1,136.37,0%,$136.37,80.99,No
ORD-100243,CUST-10073,noor.dubois72@example.com,2022-08-29,West,Retail Store,Consumer,Office Supplies,Desk Organizer,19,37.45,10%,640.40,312.41,No
ORD-101161,CUST-10358,sasha.sandoval357@example.com,2023-03-12,West,Retail Store,Enterprise,Home & Kitchen,Espresso Machine,3,412.95,5%,1176.91,760.15,Yes
ORD-102871,CUST-10425,ellis.bianchi424@example.com,2024-02-04,South,Retail Store,Enterprise,Furniture,Bookshelf,1,152.99,15%,130.04,87.0,No
ORD-103736,CUST-11239,tatum.bianchi1238@example.com,2024-07-22,West,Online,Consumer,Furniture,Ergo Office Chair,3,297.17,0%,891.51,493.01,No
ORD-102398,CUST-10628,indigo.lindqvist627@example.com,"Nov 18, 2023",West,Retail Store,Consumer,Office Supplies,Gel Pen Set,9,12.42,5%,$106.19,50.0,No
ORD-103518,CUST-11179,tatum.takahashi1178@example.com,2024-06-17,North,Online,Small Business,Electronics,Wireless Earbuds,1,131.65,0%,131.65,101.71,No
ORD-103422,CUST-11143,casey.sandoval1142@example.com,2024-05-30,West,Wholesale,Consumer,Office Supplies,Premium Notebook Pack,84,24.16,10%,"$1,826.50",933.96,No
ORD-102564,CUST-10518,sasha.fontaine517@example.com,"Dec 08, 2023", West ,Online,Small Business,Office Supplies,Desk Organizer,14,38.51,0%,$539.14,222.4,No
ORD-101606,CUST-10188,indigo.jensen187@example.com,2023-06-12,North,Retail Store,Consumer,Home & Kitchen,Air Fryer,3,143.72,0%,$431.16,258.36,No
ORD-104666,CUST-11231,linden.bianchi1230@example.com,2024-12-17,West,Wholesale,Small Business,Electronics,4K Monitor,24,382.9,15%,7811.16,6700.27,No
ORD-102325,CUST-10640,wren.lindqvist639@example.com,"Nov 07, 2023",West,Retail Store,Small Business,Electronics,4K Monitor,3,388.4,0%,1165.20,,No
ORD-102710,CUST-10678,sasha.nakamura677@example.com,2023-12-29,West,Wholesale,Consumer,Office Supplies,Gel Pen Set,36,11.85,10%,383.94,193.27,No
ORD-104246,CUST-11301,avery.fontaine1300@example.com,2024-10-21,North,Online,Consumer,Home & Kitchen,Espresso Machine,4,479.36,5%,1821.57,1087.22,No
ORD-101313,CUST-10422,blair.bianchi421@example.com,2023-04-14,West,Retail Store,Consumer,Home & Kitchen,Air Fryer,1,134.92,0%,134.92,84.49,No
ORD-103449,CUST-11095,peyton.okafor1094@example.com,2024-06-05,East,Online,Consumer,Electronics,Wireless Earbuds,3,124.88,5%,355.91,282.51,No
ORD-103813,CUST-11237,rowan.bianchi1236@example.com,2024-08-06,EAST,Online,Consumer,Electronics,Laptop Pro 14,4,1328.86,0%,5315.44,3962.75,No
ORD-104498,CUST-11388,indigo.jensen1387@example.com,"Nov 24, 2024",North,Online,Consumer,Home & Kitchen,Chef Knife Set,1,91.24,10%,$82.12,55.2,No
ORD-102363,CUST-10730,kai.rossi729@example.com,2023-11-11,South,Online,Consumer,Electronics,4K Monitor,4,376.78,10%,1356.41,1190.47,No
ORD-101976,CUST-10592,marlow.jensen591@example.com,2023-09-02,West,Online,Consumer,Furniture,Bookshelf,2,156.97,5%,$298.24,182.54,No
ORD-103515,CUST-11149,jules.sandoval1148@example.com,2024-06-16,East,Wholesale,Small Business,Home & Kitchen,Air Fryer,16,144.73,5%,2199.90,1330.7,No
ORD-101762,CUST-10587,harper.jensen586@example.com,2023-07-15,West,Retail Store,Small Business,Electronics,Wireless Earbuds,3,121.9,0%,365.70,293.03,No
ORD-102740,CUST-10627,harper.lindqvist626@example.com,2024-01-04,West,Online,Enterprise,Electronics,Wireless Earbuds,4,137.15,10%,493.74,417.34,No
ORD-104502,CUST-11373,noor.iversen1372@example.com,2024-11-25,East,Online,Small Business,Home & Kitchen,Chef Knife Set,4,87.67,10%,315.61,212.99,No
ORD-102473,CUST-10646,frankie.moreau645@example.com,2023-11-26,South,Retail Store,Consumer,Home & Kitchen,Air Fryer,1,133.16,15%,113.19,84.7,No
ORD-104008,CUST-11332,marlow.gallagher1331@example.com,2024-09-11,West,Online,Consumer,Office Supplies,Premium Notebook Pack,16,26.23,0%,419.68,175.34,No
ORD-101494,CUST-10439,tatum.bianchi438@example.com,2023-05-23,East,Online,Small Business,Electronics,4K Monitor,3,360.99,0%,"$1,082.97",938.36,No
ORD-102159,CUST-10501,avery.fontaine500@example.com,2023-10-10,West,Wholesale,Consumer,Electronics,Laptop Pro 14,28,1246.97,5%,33169.40,29380.88,No
ORD-101170,CUST-10384,devon.vasquez383@example.com,2023-03-13,East,Online,Consumer,Home & Kitchen,Espresso Machine,4,453.35,0%,1813.40,1092.73,No
ORD-104364,CUST-11337,rowan.gallagher1336@example.com,"Nov 09, 2024",East,Wholesale,Consumer,Home & Kitchen,Chef Knife Set,32,85.12,20%,2179.07,1721.31,No
ORD-100233,CUST-10066,frankie.dubois65@example.com,2022-08-26,North,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,2,23.42,0%,46.84,21.44,No
ORD-100067,CUST-10014,oakley.adeyemi13@example.com,2022-07-19,NORTH,Wholesale,Consumer,Office Supplies,Desk Organizer,15,35.01,10%,$472.63,227.41,No
ORD-101604,CUST-10536,quinn.gallagher535@example.com,2023-06-12,East,Retail Store,Small Business,Electronics,Smart Watch,1,232.38,10%,209.14,189.58,No
ORD-103284,CUST-11102,blair.pereira1101@example.com,2024-05-01,East,Online,Consumer,Home & Kitchen,Chef Knife Set,2,91.84,15%,$156.13,110.21,No
ORD-103597,CUST-11177,rowan.takahashi1176@example.com,2024-07-01,North,Online,Consumer,Home & Kitchen,Chef Knife Set,1,87.16,0%,87.16,52.84,No
ORD-100126,CUST-10039,tatum.bianchi38@example.com,2022-08-02,West,Online,Enterprise,Furniture,Ergo Office Chair,3,293.41,0%,880.23,483.01,No
ORD-101297,CUST-10299,tatum.okafor298@example.com,2023-04-10,South,Retail Store,Consumer,Furniture,Bookshelf,3,172.12,15%,438.91,255.16,Yes
ORD-101977,CUST-10626,frankie.lindqvist625@example.com,2023-09-02,SOUTH,Online,Small Business,Furniture,Standing Desk,2,556.91,0%,1113.82,605.1,No
ORD-104495,CUST-10801,avery.adeyemi800@example.com,2024-11-24,South,Online,Small Business,Furniture,Ergo Office Chair,1,281.08,15%,$238.92,162.68,No
ORD-104329,CUST-11359,tatum.haddad1358@example.com,2024-11-05,East,Online,Consumer,Office Supplies,Premium Notebook Pack,8,24.1,5%,183.16,84.77,No
ORD-102076,CUST-10443,casey.castillo442@example.com,2023-09-24,East,Online,Consumer,Home & Kitchen,Chef Knife Set,3,89.04,0%,267.12,163.04,No
ORD-103087,CUST-10755,peyton.sandoval754@example.com,2024-03-24,West,Online,Small Business,Home & Kitchen,Espresso Machine,4,414.52,5%,1575.18,1039.23,No
ORD-104197,CUST-11284,devon.eriksen1283@example.com,2024-10-13,East,Online,Small Business,Office Supplies,Desk Organizer,14,34.46,10%,$434.20,226.35,No
ORD-103346,CUST-10925,ellis.gallagher924@example.com,2024-05-14,West,Online,Small Business,Electronics,Wireless Earbuds,1,118.98,0%,118.98,98.95,No
ORD-104312,CUST-11247,harper.castillo1246@example.com,2024-11-02,NORTH,Online,Consumer,Home & Kitchen,Air Fryer,2,143.24,5%,$272.16,159.03,No
ORD-102798,CUST-10781,avery.vasquez780@example.com,2024-01-16,West,Online,Consumer,Office Supplies,Gel Pen Set,9,11.88,5%,101.57,49.42,No
ORD-100919,CUST-10259,tatum.moreau258@example.com,2023-01-07,West,Online,Small Business,Office Supplies,Premium Notebook Pack,11,24.04,5%,$251.22,118.15,No
ORD-101647,CUST-10402,blair.adeyemi401@example.com,2023-06-19,North,Retail Store,Small Business,Furniture,Standing Desk,2,536.94,10%,$966.49,602.41,No
ORD-100365,CUST-10032,marlow.bianchi31@example.com,2022-09-28,East,Online,Consumer,Office Supplies,Desk Organizer,4,33.4,5%,126.92,67.01,No
ORD-103288,CUST-11068,indigo.nakamura1067@example.com,2024-05-01,East,Online,Small Business,Furniture,Standing Desk,1,590.04,5%,560.54,309.48,No
ORD-102126,CUST-10699,tatum.okafor698@example.com,2023-10-03, West ,Wholesale,Consumer,Electronics,Laptop Pro 14,24,1283.97,0%,"$30,815.28",22872.57,No
ORD-104124,CUST-11278,sasha.dubois1277@example.com,2024-09-29,West,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,2,25.14,0%,$50.28,21.66,No
ORD-100526,CUST-10172,marlow.iversen171@example.com,2022-11-04,West,Online,Consumer,Home & Kitchen,Chef Knife Set,2,96.52,5%,183.39,107.3,No
ORD-100056,CUST-10013,noor.adeyemi12@example.com,2022-07-15,North,Wholesale,Consumer,Home & Kitchen,Espresso Machine,32,484.16,15%,13169.15,8593.0,No
ORD-100639,CUST-10158,sasha.haddad157@example.com,2022-11-22,South,Online,Consumer,Office Supplies,Gel Pen Set,12,11.83,10%,127.76,63.74,No
ORD-100303,CUST-10015,peyton.adeyemi14@example.com,2022-09-13,West,Online,Consumer,Office Supplies,Premium Notebook Pack,8,25.87,0%,$206.96,81.02,No
ORD-102767,CUST-10755,peyton.sandoval754@example.com,2024-01-10,West,Retail Store,Consumer,Furniture,Ergo Office Chair,3,289.08,10%,780.52,490.65,No
ORD-101277,CUST-10310,kai.pereira309@example.com,2023-04-05,West,Online,Consumer,Office Supplies,Premium Notebook Pack,10,24.09,0%,240.90,104.27,No
ORD-102056,CUST-10648,indigo.moreau647@example.com,2023-09-19,North,Wholesale,Small Business,Home & Kitchen,Air Fryer,14,142.51,10%,1795.63,1203.29,No
ORD-103645,CUST-11126,frankie.rossi1125@example.com,2024-07-07,North,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,2,85.04,0%,170.08,110.92,No
ORD-104144,CUST-11400,wren.jensen1399@example.com,2024-10-02,East,Online,Consumer,Office Supplies,Gel Pen Set,7,11.18,15%,66.52,39.1,No
ORD-102879,CUST-10955,peyton.haddad954@example.com,2024-02-06,South,Online,Consumer,Home & Kitchen,Air Fryer,4,148.64,10%,535.10,343.84,No
ORD-102287,CUST-10653,noor.moreau652@example.com,2023-11-02,East,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,3,88.62,10%,239.27,164.04,No
ORD-102262,CUST-10672,marlow.nakamura671@example.com,2023-10-30,West,Online,Consumer,Furniture,Ergo Office Chair,1,283.59,10%,255.23,154.61,No
ORD-102297,CUST-10768,indigo.takahashi767@example.com,2023-11-03,South,Online,Consumer,Electronics,4K Monitor,1,369.59,15%,$314.15,296.84,No
ORD-101754,CUST-10561,avery.iversen560@example.com,2023-07-12,West,Online,Small Business,Home & Kitchen,Chef Knife Set,4,87.68,0%,$350.72,211.65,No
ORD-101969,CUST-10627,harper.lindqvist626@example.com,2023-09-01,West,Wholesale,Consumer,Electronics,Laptop Pro 14,16,1172.34,0%,18757.44,16182.27,No
ORD-104202,CUST-11278,sasha.dubois1277@example.com,2024-10-14,North,Online,Small Business,Office Supplies,Gel Pen Set,14,12.74,0%,$178.36,75.36,No
ORD-103118,CUST-10911,linden.fontaine910@example.com,2024-03-30,North,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,4,88.21,0%,352.84,218.4,No
ORD-102394,CUST-10639,tatum.lindqvist638@example.com,2023-11-17,North,Retail Store,Consumer,Electronics,Smart Watch,3,232.91,0%,698.73,605.71,No
ORD-100524,CUST-10155,peyton.haddad154@example.com,2022-11-03,East,Online,Consumer,Office Supplies,Premium Notebook Pack,6,23.8,0%,142.80,64.37,No
ORD-103901,CUST-11228,indigo.bianchi1227@example.com,2024-08-21,North,Online,Consumer,Furniture,Bookshelf,1,165.11,5%,156.85,91.93,No
ORD-103123,CUST-11008,indigo.kowalski1007@example.com,2024-04-02,South,Wholesale,Consumer,Home & Kitchen,Espresso Machine,8,459.38,10%,"$3,307.54",2182.65,No
ORD-104157,CUST-11319,tatum.fontaine1318@example.com,2024-10-05,West,Retail Store,N/A,Furniture,Bookshelf,1,166.32,0%,166.32,85.23,No
ORD-101970,CUST-10599,tatum.jensen598@example.com,2023-09-01,North,Online,Consumer,Office Supplies,Premium Notebook Pack,17,24.87,20%,338.23,189.68,No
ORD-100672,CUST-10208,indigo.kowalski207@example.com,2022-11-27,West,Retail Store,Consumer,Electronics,4K Monitor,3,369.19,15%,941.43,841.11,No
ORD-100667,CUST-10238,sasha.lindqvist237@example.com,2022-11-27,East,Online,Small Business,Office Supplies,Gel Pen Set,15,13.15,0%,197.25,81.04,No
ORD-104190,CUST-11381,avery.jensen1380@example.com,2024-10-11,West,Online,Small Business,Electronics,Laptop Pro 14,3,1317.24,0%,3951.72,3032.7,No
ORD-101888,CUST-10644,devon.moreau643@example.com,"Aug 15, 2023",East,Online,Enterprise,Electronics,Smart Watch,3,244.0,0%,$732.00,568.77,No
ORD-103267,CUST-11053,noor.moreau1052@example.com,"Apr 28, 2024",North,Online,Enterprise,Home & Kitchen,Espresso Machine,3,431.58,0%,"$1,294.74",856.82,No
ORD-100281,CUST-10095,peyton.eriksen94@example.com,2022-09-07,East,Online,Consumer,Office Supplies,Desk Organizer,10,35.61,0%,356.10,156.59,No
ORD-101720,CUST-10561,avery.iversen560@example.com,2023-07-03,West,Online,Small Business,Electronics,Wireless Earbuds,2,130.59,10%,$235.06,204.21,No
ORD-102948,CUST-10972,marlow.iversen971@example.com,"Feb 23, 2024",West,Online,Small Business,Electronics,Laptop Pro 14,3,1308.99,5%,3730.62,3109.19,No
ORD-100900,CUST-10303,casey.pereira302@example.com,2023-01-01,North,Wholesale,Consumer,Electronics,4K Monitor,20,406.84,10%,7323.12,5930.37,No
ORD-104687,CUST-11537,rowan.rossi1536@example.com,2024-12-19,East,Online,Consumer,Furniture,Bookshelf,2,160.28,20%,256.45,156.83,No
ORD-100761,CUST-10188,indigo.jensen187@example.com,"Dec 10, 2022",West,Retail Store,Consumer,Office Supplies,Gel Pen Set,17,11.49,0%,195.33,87.5,No
ORD-101907,CUST-10631,linden.lindqvist630@example.com,"Aug 18, 2023",West,Retail Store,Consumer,Electronics,4K Monitor,2,359.95,5%,683.90,602.96,No
ORD-104043,CUST-11082,blair.okafor1081@example.com,2024-09-16,South,Retail Store,Enterprise,Electronics,4K Monitor,4,363.82,15%,1236.99,1206.9,No
ORD-103824,CUST-11298,sasha.eriksen1297@example.com,2024-08-07,South,Retail Store,Consumer,Furniture,Ergo Office Chair,3,285.96,10%,772.09,484.68,No
ORD-104139,CUST-11140,wren.rossi1139@example.com,2024-10-02,West,Retail Store,Small Business,Office Supplies,Desk Organizer,9,36.67,5%,313.53,138.17,No
ORD-103819,CUST-11293,noor.eriksen1292@example.com,2024-08-06,South,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,8,24.91,10%,$179.35,82.78,Yes
ORD-102594,CUST-10692,marlow.okafor691@example.com,2023-12-13,East,Retail Store,Consumer,Office Supplies,Gel Pen Set,13,12.23,0%,158.99,70.32,No
ORD-104165,CUST-11135,peyton.rossi1134@example.com,2024-10-06,South,Retail Store,Small Business,Furniture,Standing Desk,2,538.08,15%,$914.74,618.58,No
ORD-103032,CUST-11028,indigo.lindqvist1027@example.com,2024-03-10,West,Retail Store,Consumer,Furniture,Ergo Office Chair,1,298.35,0%,298.35,159.39,No
ORD-103580,CUST-11113,noor.pereira1112@example.com,2024-06-28,East,Online,Consumer,Furniture,Bookshelf,2,150.3,0%,300.60,184.84,No
ORD-102833,CUST-10883,casey.eriksen882@example.com,2024-01-27,North,Wholesale,Consumer,Office Supplies,Desk Organizer,72,36.17,10%,2343.82,1112.78,No
ORD-103473,CUST-10986,frankie.jensen985@example.com,2024-06-09,West,Wholesale,Consumer,Home & Kitchen,Espresso Machine,20,441.23,10%,7942.14,5459.94,No
ORD-100138,CUST-10042,blair.castillo41@example.com,2022-08-04,West,Wholesale,Small Business,Office Supplies,Gel Pen Set,64,11.85,5%,720.48,342.03,No
ORD-102181,CUST-10529,jules.gallagher528@example.com,2023-10-13,West,Wholesale,Small Business,Electronics,Laptop Pro 14,32,1278.59,5%,"$38,869.14",33107.55,No
ORD-102129,CUST-10699,tatum.okafor698@example.com,"Oct 03, 2023",West,Retail Store,Consumer,Office Supplies,Desk Organizer,9,36.95,15%,$282.67,130.86,No
ORD-103178,CUST-10949,jules.haddad948@example.com,2024-04-09,East,Retail Store,Small Business,Office Supplies,Gel Pen Set,15,12.49,20%,$149.88,80.23,No
ORD-104216,CUST-11415,peyton.kowalski1414@example.com,2024-10-15,West,Wholesale,Small Business,Electronics,4K Monitor,6,354.07,10%,"$1,911.98",1681.75,No
ORD-101332,CUST-10406,frankie.adeyemi405@example.com,2023-04-19,East,Online,Consumer,Electronics,Laptop Pro 14,2,1176.26,0%,2352.52,1975.86,No
ORD-102018,CUST-10367,harper.takahashi366@example.com,2023-09-10,East,Online,Small Business,Office Supplies,Desk Organizer,11,33.66,0%,$370.26,173.84,No
ORD-102483,CUST-10726,frankie.rossi725@example.com,2023-11-28,west,Online,Small Business,Electronics,4K Monitor,3,361.96,5%,1031.59,864.04,No
ORD-101359,CUST-10361,avery.takahashi360@example.com,2023-04-23,West,Retail Store,Small Business,Office Supplies,Gel Pen Set,7,12.48,20%,69.89,38.57,No
ORD-101330,CUST-10182,blair.jensen181@example.com,2023-04-18,West,Wholesale,Small Business,Home & Kitchen,Air Fryer,28,133.14,20%,"$2,982.34",2332.0,No
ORD-102151,CUST-10598,sasha.jensen597@example.com,2023-10-08,East,Retail Store,Consumer,Electronics,Laptop Pro 14,1,1285.3,0%,"$1,285.30",1017.51,No
ORD-102123,CUST-10557,rowan.haddad556@example.com,"Oct 02, 2023",North,Online,Enterprise,Electronics,Wireless Earbuds,2,130.67,10%,235.21,198.16,No
ORD-103982,CUST-11353,noor.haddad1352@example.com,"Sep 04, 2024",South,Online,Consumer,Furniture,Standing Desk,3,522.41,20%,1253.78,890.14,No
ORD-101253,CUST-10008,indigo.adeyemi7@example.com,2023-04-01,East,Online,Consumer,Home & Kitchen,Espresso Machine,2,427.87,5%,$812.95,539.22,No
ORD-103279,CUST-11104,devon.pereira1103@example.com,2024-04-30,South,Online,Small Business,Office Supplies,Premium Notebook Pack,20,26.12,15%,$444.04,212.69,No
ORD-103375,CUST-11109,jules.pereira1108@example.com,"May 20, 2024",West,Wholesale,Small Business,Home & Kitchen,Chef Knife Set,6,80.96,0%,485.76,307.1,No
ORD-102815,CUST-10703,casey.pereira702@example.com,"Jan 23, 2024",West,Retail Store,Consumer,Home & Kitchen,Air Fryer,3,134.78,5%,384.12,251.97,No
ORD-101849,CUST-10457,rowan.castillo456@example.com,2023-08-03,East,Wholesale,Enterprise,Furniture,Ergo Office Chair,21,301.28,10%,"$5,694.19",3344.48,No
ORD-103038,CUST-11019,tatum.kowalski1018@example.com,"Mar 13, 2024",South,Retail Store,Consumer,Furniture,Standing Desk,1,514.7,5%,$488.97,307.05,No
ORD-100389,CUST-10139,tatum.gallagher138@example.com,"Oct 06, 2022",East,Retail Store,Enterprise,Home & Kitchen,Espresso Machine,2,456.49,20%,730.38,526.73,No
ORD-100236,CUST-10013,noor.adeyemi12@example.com,2022-08-27,West,Retail Store,Consumer,Electronics,Smart Watch,1,253.17,5%,240.51,190.53,No
ORD-101078,CUST-10034,oakley.bianchi33@example.com,2023-02-16,WEST,Retail Store,Enterprise,Home & Kitchen,Air Fryer,1,141.92,10%,127.73,81.82,No
